epoch,train_loss,validation_loss,train_MAE,validation_MAE,train_RMSE,validation_RMSE,train_R2,validation_R2,lr
24,15.890275403072959,15.31149787902832,16.656404495239258,15.77413558959961,25.62490710730114,26.792642705134558,0.5495290756225586,0.4685859680175781,0.001
25,18.341616781134356,18.03021831512451,18.776613235473633,18.488157272338867,28.155793689074347,30.153894014185795,0.4561517834663391,0.3268858790397644,0.001
26,20.938656192076834,15.22907600402832,22.403785705566406,15.703595161437988,31.439718058246502,25.551360223623004,0.32189106941223145,0.5166853666305542,0.001
27,15.685560075860275,15.468445777893066,16.78415870666504,15.91476058959961,25.51728504244721,25.893396002513242,0.5533050298690796,0.5036592483520508,0.001
28,17.623816239206416,16.15784320831299,17.93871307373047,16.584409713745117,27.694527933174925,28.176879235243565,0.4738251566886902,0.41225671768188477,0.001
29,16.988742125661748,16.281146621704103,17.794462203979492,16.741239547729492,27.00687914210181,26.01497277710953,0.499630331993103,0.4989873766899109,0.001
30,17.19975963391756,15.705304527282715,17.70703887939453,16.197580337524414,25.995367958031245,24.094513758565842,0.5364099144935608,0.570227861404419,0.001
31,18.33505670647872,16.002672958374024,17.40444564819336,16.4645938873291,25.835475644117963,24.5142581478425,0.5420953035354614,0.5551235675811768,0.001
32,14.31840138843185,15.268635749816895,15.533774375915527,15.719159126281738,23.144975272639496,25.500078986550463,0.632501482963562,0.5186234712600708,0.001
33,14.602659965816297,15.565661430358887,15.804965019226074,16.020959854125977,24.19919447385788,24.34897072749239,0.5982609987258911,0.5611025094985962,0.0005
34,14.253960684726113,17.011384963989258,15.186149597167969,17.429412841796875,23.408916163655064,25.318723916534946,0.6240718960762024,0.5254461169242859,0.0005
35,13.479335977793916,15.814471626281739,14.64893627166748,16.255735397338867,22.69937571200679,24.997966225869007,0.6465157866477966,0.5373939871788025,0.0005
36,14.26595361609208,15.916862678527831,14.474063873291016,16.35487937927246,22.259714813187816,25.736993263892053,0.6600763201713562,0.509637176990509,0.0005
37,13.312831401824951,16.582443618774413,14.412586212158203,17.00727081298828,22.257722007538053,25.207247657621334,0.6601371765136719,0.5296157598495483,0.0005
38,12.87956993203414,16.06718215942383,13.221565246582031,16.49959373474121,20.58757998665776,25.474916575167008,0.7092278599739075,0.5195729732513428,0.0005
39,13.072579434043483,16.847584533691407,13.492963790893555,17.2750301361084,21.178246562012784,25.51788779770477,0.6923037767410278,0.5179508328437805,0.0005
40,12.636381350065532,16.718399810791016,13.66544246673584,17.1513671875,21.522569742035483,25.677315356668057,0.6822171807289124,0.5119086503982544,0.0005
41,12.331952622062282,16.135978126525877,13.323164939880371,16.553709030151367,20.557546836468443,24.544114859141896,0.7100756168365479,0.5540392398834229,0.0005
