epoch,train_loss,validation_loss,train_MAE,validation_MAE,train_RMSE,validation_RMSE,train_R2,validation_R2,lr
1,37.91830384103876,27.02218360900879,35.41725158691406,27.558195114135742,49.87894280702905,39.92143774222379,-0.7067766189575195,-0.17981600761413574,0.001
2,30.719227138318512,26.702506637573244,32.334388732910156,27.187435150146484,44.3615365249172,38.298078252721275,-0.350067138671875,-0.08581507205963135,0.001
3,32.89438066984478,25.735948181152345,31.91571807861328,26.209800720214844,43.53042275326677,38.10592984888884,-0.2999539375305176,-0.07494699954986572,0.001
4,28.943130141810368,26.38515739440918,30.448009490966797,26.887754440307617,40.91637247035485,34.411702707118764,-0.14851438999176025,0.12337428331375122,0.001
5,31.741426769055817,25.035358810424803,30.44354820251465,25.54159164428711,39.56375732352385,35.20398668774515,-0.07383418083190918,0.08254319429397583,0.001
6,29.796201404772308,24.638037872314452,28.589488983154297,25.17108154296875,37.807465121921524,33.54508466345144,0.019387781620025635,0.16697180271148682,0.001
7,26.63300925806949,25.614523887634277,28.08674430847168,26.11031723022461,38.94972470618374,37.98808663992568,-0.04076087474822998,-0.06830871105194092,0.001
8,30.38508435299522,26.693693161010742,30.351186752319336,27.229965209960938,41.27946243054393,33.414136478466155,-0.16898858547210693,0.17346280813217163,0.001
9,27.107879939832184,26.622669982910157,28.752185821533203,27.133207321166992,35.69330759443918,32.658337627649736,0.12599128484725952,0.2104310393333435,0.001
10,25.773503554494756,23.080027389526368,27.32218360900879,23.581371307373047,35.02658030874553,33.47443746901787,0.15833806991577148,0.17047691345214844,0.001
11,26.749690607974404,20.33658676147461,26.050447463989258,20.86929702758789,35.84804593643756,31.224903008193536,0.1183968186378479,0.2782212495803833,0.001
12,21.4872757761102,18.511257553100585,22.78922462463379,19.004465103149414,32.6434147922192,29.234810300406966,0.26897311210632324,0.36729323863983154,0.001
13,20.48160783868087,17.977120780944823,20.83820152282715,18.421724319458008,29.85987886316112,27.476142660994896,0.3883284330368042,0.44112664461135864,0.001
14,21.873849718194258,28.010126495361327,20.30369758605957,28.50223159790039,30.206884506384156,40.63272312406052,0.3740292191505432,-0.22223234176635742,0.001
15,24.432780767741956,20.442918014526366,26.098739624023438,20.985055923461914,35.4888709448117,29.418555641221154,0.1359744668006897,0.3593149185180664,0.001
16,19.38354878676565,17.204044342041016,20.79962921142578,17.685834884643555,30.24567779684603,26.542080846536177,0.37242037057876587,0.47847896814346313,0.001
17,19.907622287147923,15.296166038513183,21.093751907348633,15.747855186462402,31.118750745317826,25.09360163016536,0.3356660008430481,0.5338476300239563,0.001
18,16.16360059223677,15.628684043884277,17.478073120117188,16.095333099365234,26.25168916626188,26.774229680795674,0.5272226333618164,0.46931612491607666,0.001
19,17.262310028076172,19.111488342285156,17.003393173217773,19.500606536865234,26.135553154120824,29.56057881409325,0.5313964486122131,0.35311394929885864,0.001
20,19.797126117505524,15.006966400146485,20.04781150817871,15.452642440795898,29.459997954721374,24.378362648662183,0.40460169315338135,0.5600422620773315,0.001
21,17.24378386296724,14.981694602966309,18.551603317260742,15.447831153869629,27.25367530045833,25.209620452892707,0.49044346809387207,0.5295271873474121,0.001
22,15.975780336480392,15.13874797821045,17.12639808654785,15.580907821655273,26.22945042932121,25.89718605573719,0.528023362159729,0.5035139322280884,0.001
23,15.455232018702908,15.235554695129395,16.734800338745117,15.707865715026855,25.508045797172016,26.886358655241533,0.5536283850669861,0.4648618698120117,0.001
