PSNR,SSIM,RMSE,SAM,LPIPS,zone,model,month,ps_date,sr_date,delta_days,coverage
16.54619369859665,-0.0016355579350788296,1233.0042724609375,9.655373573303223,0.5730222463607788,zone_1_peuplier,sen2srlite,2020-02,2020-02-18,2020-02-05,13,0.9871208776834911
24.39825178538728,0.5811340597190662,344.8525390625,8.846817016601562,0.45671671628952026,zone_1_peuplier,bicubic_baseline,2020-02,2020-02-18,2020-02-20,2,0.9871208776834911
16.54621033321443,-0.0016340581282793462,1233.0018310546875,9.93791675567627,0.5734463334083557,zone_1_peuplier,sen2srlite,2020-02,2020-02-18,2020-02-10,8,0.9871208776834911
16.546240941845877,-0.001630443996555278,1232.9993896484375,9.053597450256348,0.5670199990272522,zone_1_peuplier,sen2srlite,2020-02,2020-02-18,2020-02-15,3,0.9871208776834911
16.54627144686517,-0.0016268338317400322,1232.9969482421875,8.50281810760498,0.5634669065475464,zone_1_peuplier,sen2srlite,2020-02,2020-02-18,2020-02-20,2,0.9871208776834911
16.54630211380244,-0.0016231956987773702,1232.99462890625,8.198410034179688,0.5626960396766663,zone_1_peuplier,sen2srlite,2020-02,2020-02-18,2020-02-25,7,0.9871208776834911
17.85495688329337,-0.009969225341470475,1642.2850341796875,11.873138427734375,0.5486379861831665,zone_1_peuplier,sen2srlite,2020-04,2020-04-20,2020-04-05,15,0.9871208776834911
32.74967033966316,0.8692320822747149,219.6645050048828,4.522993564605713,0.2925506830215454,zone_1_peuplier,bicubic_baseline,2020-04,2020-04-20,2020-04-20,0,0.9871208776834911
17.854943985710698,-0.009979180523732603,1642.27294921875,11.838127136230469,0.4865787625312805,zone_1_peuplier,sen2srlite,2020-04,2020-04-20,2020-04-10,10,0.9871208776834911
17.854956717042146,-0.009981572401806041,1642.2557373046875,7.5943145751953125,0.45635223388671875,zone_1_peuplier,sen2srlite,2020-04,2020-04-20,2020-04-15,5,0.9871208776834911
17.854971418276573,-0.009973874916745742,1642.25732421875,6.144937515258789,0.4136345684528351,zone_1_peuplier,sen2srlite,2020-04,2020-04-20,2020-04-20,0,0.9871208776834911
17.85496149842483,-0.009977446599419931,1642.2462158203125,6.434418678283691,0.466458261013031,zone_1_peuplier,sen2srlite,2020-04,2020-04-20,2020-04-25,5,0.9871208776834911
17.85493455548079,-0.00998343808522758,1642.2386474609375,7.201112270355225,0.49203017354011536,zone_1_peuplier,sen2srlite,2020-04,2020-04-20,2020-04-30,10,0.9871208776834911
19.31042878821758,0.24418054190169386,1810.552978515625,6.623815059661865,0.47398167848587036,zone_1_peuplier,sen2srlite,2020-05,2020-05-06,2020-05-05,1,0.9871208776834911
30.373652125118042,0.8275330128121635,247.18386840820312,4.5283637046813965,0.3608193099498749,zone_1_peuplier,bicubic_baseline,2020-05,2020-05-06,2020-05-05,1,0.9871208776834911
19.310406363525722,0.24418298118457782,1810.547119140625,6.071665287017822,0.49229666590690613,zone_1_peuplier,sen2srlite,2020-05,2020-05-06,2020-05-10,4,0.9871208776834911
19.310362991935328,0.24418958765623094,1810.557861328125,6.702610969543457,0.49182993173599243,zone_1_peuplier,sen2srlite,2020-05,2020-05-06,2020-05-15,9,0.9871208776834911
19.31027878948818,0.24417877354105905,1810.553466796875,6.348046779632568,0.47335052490234375,zone_1_peuplier,sen2srlite,2020-05,2020-05-06,2020-05-20,14,0.9871208776834911
