PSNR,SSIM,RMSE,SAM,LPIPS,zone,model,month,ps_date,sr_date,delta_days,coverage
13.683797668441734,0.02946006914443315,1501.749755859375,6.491584777832031,0.590160608291626,zone_2_betterave,sen2srlite,2020-02,2020-02-18,2020-02-05,13,0.9830458214561969
24.159943366555293,0.7752274693786874,329.8082580566406,6.5584187507629395,0.49389493465423584,zone_2_betterave,bicubic_baseline,2020-02,2020-02-18,2020-02-20,2,0.9830458214561969
13.683837930084227,0.029465065047581153,1501.7442626953125,6.739251613616943,0.5907552242279053,zone_2_betterave,sen2srlite,2020-02,2020-02-18,2020-02-10,8,0.9830458214561969
13.683878190455335,0.029470062355920777,1501.73876953125,6.984302043914795,0.5937046408653259,zone_2_betterave,sen2srlite,2020-02,2020-02-18,2020-02-15,3,0.9830458214561969
13.683918451320315,0.02947506099646114,1501.733154296875,7.225150108337402,0.5971343517303467,zone_2_betterave,sen2srlite,2020-02,2020-02-18,2020-02-20,2,0.9830458214561969
13.68395870586773,0.02948006031167374,1501.7276611328125,7.463002681732178,0.5999784469604492,zone_2_betterave,sen2srlite,2020-02,2020-02-18,2020-02-25,7,0.9830458214561969
14.0998798262772,0.043565970288803386,1833.84033203125,7.9742751121521,0.5526530742645264,zone_2_betterave,sen2srlite,2020-04,2020-04-20,2020-04-05,15,0.9830458214561969
32.023475206272956,0.9110137379266124,174.0697479248047,3.808924674987793,0.2771255373954773,zone_2_betterave,bicubic_baseline,2020-04,2020-04-20,2020-04-20,0,0.9830458214561969
14.099844369597482,0.04355388417417659,1833.8377685546875,7.982574462890625,0.5170056819915771,zone_2_betterave,sen2srlite,2020-04,2020-04-20,2020-04-10,10,0.9830458214561969
14.0998226852195,0.04355177174243547,1833.8389892578125,5.946075439453125,0.46736085414886475,zone_2_betterave,sen2srlite,2020-04,2020-04-20,2020-04-15,5,0.9830458214561969
14.09980140869546,0.043549732744720474,1833.84033203125,4.341348171234131,0.42558103799819946,zone_2_betterave,sen2srlite,2020-04,2020-04-20,2020-04-20,0,0.9830458214561969
14.0998286906848,0.043553429237878805,1833.826416015625,4.869235992431641,0.48041239380836487,zone_2_betterave,sen2srlite,2020-04,2020-04-20,2020-04-25,5,0.9830458214561969
14.099812028666868,0.04355125115419374,1833.8238525390625,5.35235071182251,0.4904084801673889,zone_2_betterave,sen2srlite,2020-04,2020-04-20,2020-04-30,10,0.9830458214561969
15.478283047039486,0.1534198498514438,2018.45361328125,5.17962121963501,0.45144766569137573,zone_2_betterave,sen2srlite,2020-05,2020-05-06,2020-05-05,1,0.9830458214561969
