epoch,train_loss,validation_loss,train_MAE,validation_MAE,train_RMSE,validation_RMSE,train_R2,validation_R2,lr
40,15.748937431134676,17.073119354248046,16.19557762145996,17.50979232788086,23.942971184475518,26.20247162087899,0.6067231893539429,0.4917393922805786,0.001
41,14.543033547699451,15.490018844604492,15.765199661254883,15.927345275878906,24.490180091180168,24.773952415020876,0.5885413885116577,0.5456479787826538,0.001
42,14.796913347746196,15.900968170166015,15.315755844116211,16.358304977416992,23.343623190334952,24.668801017729738,0.626166045665741,0.5494966506958008,0.001
43,14.397221866406893,15.924399757385254,14.404647827148438,16.37030029296875,22.29717405742857,24.92187867358907,0.658931314945221,0.5402058362960815,0.0005
44,13.651959996474417,15.846694946289062,13.96154499053955,16.280126571655273,21.567056102666097,24.453622948204806,0.6809021234512329,0.5573216080665588,0.0005
45,14.273624922099867,15.405298233032227,13.416458129882812,15.818760871887207,20.579481168533274,24.316660703989946,0.7094566226005554,0.56226646900177,0.0005
46,12.518235281894082,15.192746543884278,13.315662384033203,15.62015438079834,21.094618037695064,23.764990643243213,0.6947289705276489,0.5819028615951538,0.0005
47,12.501765401739823,14.383234977722168,13.113446235656738,14.813048362731934,20.28303226110628,22.98563234791668,0.7177668809890747,0.6088756322860718,0.0005
48,11.614039148351079,15.418967056274415,12.695515632629395,15.868844032287598,20.69222295502135,23.85389999396063,0.7062644958496094,0.5787686109542847,0.0005
49,12.455249685990182,15.064727210998536,12.528970718383789,15.507692337036133,19.289060126822456,23.707141633970238,0.7447508573532104,0.5839358568191528,0.0005
50,12.854853228518838,15.116323852539063,12.947708129882812,15.535502433776855,20.526708556418786,24.09786615699225,0.7109447717666626,0.5701082944869995,0.0005
51,12.56962123670076,15.659916305541993,13.643166542053223,16.108213424682617,20.905809885361787,25.139351612794606,0.7001692056655884,0.5321463346481323,0.0005
