epoch,train_loss,validation_loss,train_MAE,validation_MAE,train_RMSE,validation_RMSE,train_R2,validation_R2,lr
1,33.11130071941175,27.22743377685547,34.49207305908203,27.751893997192383,48.23773322047793,39.43186308268828,-0.596305251121521,-0.151056170463562,0.001
2,30.98128148129112,26.459557342529298,32.722877502441406,26.99237632751465,43.66256469407246,37.636684491746216,-0.3078582286834717,-0.04863572120666504,0.001
3,28.73970563788163,27.2136173248291,30.237760543823242,27.729511260986328,41.498761629678484,35.574024659416175,-0.18144214153289795,0.06315469741821289,0.001
4,30.479203073601973,23.315345191955565,29.46018409729004,23.805896759033203,39.84481922584949,35.52572860024302,-0.08914554119110107,0.06569665670394897,0.001
5,29.72087237709447,23.244456672668456,28.38727569580078,23.787343978881836,39.10982913989222,31.19378341951225,-0.04933464527130127,0.2796592116355896,0.001
6,27.438730741802015,23.83410511016846,28.691165924072266,24.352697372436523,36.035372839796246,32.75738488720425,0.10915893316268921,0.20563453435897827,0.001
7,24.602548323179548,19.46274814605713,26.196481704711914,19.979366302490234,35.788316373743925,29.33210589990834,0.12133216857910156,0.3630748391151428,0.001
8,25.196270992881374,17.658152770996093,24.851795196533203,18.179826736450195,33.01723515654835,26.845080092920426,0.25213444232940674,0.4665037989616394,0.001
9,20.19754211526168,16.874328994750975,21.55621910095215,17.29970359802246,31.056305971976126,27.634210630448063,0.3383294939994812,0.4346778392791748,0.001
10,22.67207236039011,17.320441436767577,21.926788330078125,17.833566665649414,31.52169779121399,27.68386906567275,0.31835007667541504,0.432644248008728,0.001
11,23.339133212440892,18.20713081359863,23.844873428344727,18.715351104736328,34.32661900713406,25.99344141474982,0.1916409730911255,0.499816358089447,0.001
12,22.211329058596963,15.16277847290039,20.30381202697754,15.600358963012695,28.532639401753016,24.700327956767598,0.44149625301361084,0.5483444333076477,0.001
13,17.0441699529949,17.81765193939209,18.260269165039062,18.24251937866211,27.101779825807796,27.733100762981543,0.4961075782775879,0.4306245446205139,0.001
14,18.832957518728154,14.217744064331054,19.770299911499023,14.683865547180176,27.34171197762107,22.53521752840949,0.48714619874954224,0.6240540742874146,0.001
15,21.30699207908229,15.897986221313477,22.348468780517578,16.364383697509766,33.543761863585566,24.961897233114364,0.22809171676635742,0.5387279987335205,0.001
16,23.51381352073268,18.69716739654541,21.611108779907227,19.09697723388672,29.364748460500007,27.67085595949735,0.40844547748565674,0.43317747116088867,0.001
17,18.09378513536955,16.82412109375,19.102968215942383,17.270002365112305,27.518937682118903,27.62139620512172,0.48047614097595215,0.4352020025253296,0.001
18,17.166708092940482,15.464594650268555,17.665821075439453,15.913810729980469,26.68333270303065,26.537630821333224,0.5115475058555603,0.47865378856658936,0.001
19,18.561577194615413,16.02597770690918,19.695398330688477,16.483821868896484,29.009361071646445,23.984327921370735,0.4226774573326111,0.5741496086120605,0.001
20,18.32758331298828,15.435225296020509,18.3470516204834,15.87972354888916,27.974654579245925,24.857082949411144,0.46312689781188965,0.5425935983657837,0.001
21,15.863254195765444,14.197748756408691,16.74212074279785,14.65714168548584,24.79823858097083,22.5268618137065,0.5781249403953552,0.6243327856063843,0.001
22,18.669143225017347,14.44310131072998,18.957366943359375,14.920522689819336,27.30664670188492,22.37706964393706,0.4884607791900635,0.6293121576309204,0.001
23,15.115487199080619,15.649569702148437,16.32562255859375,16.098751068115234,25.242958824488934,24.721941215070597,0.5628578066825867,0.5475537180900574,0.001
24,15.530418220319246,14.818395233154297,15.975590705871582,15.237525939941406,24.919343768399205,22.738052752352168,0.5739943385124207,0.6172559261322021,0.001
25,14.848425363239489,15.481642532348634,15.64266586303711,15.925098419189453,23.45960415999703,23.22978660771217,0.6224421262741089,0.600522518157959,0.001
26,17.423626648752315,15.252797889709473,16.851009368896484,15.703200340270996,23.866181187868904,23.365579757044603,0.6092418432235718,0.5958384275436401,0.001
27,19.462250759727077,15.72535572052002,16.100221633911133,16.210708618164062,24.342278216902017,24.83647200785319,0.5934962034225464,0.5433518886566162,0.001
28,14.645917633646413,14.732593727111816,15.887413024902344,15.153646469116211,23.952048400055343,23.71609679248068,0.6064249873161316,0.5836214423179626,0.001
29,19.68013030604312,15.430154991149902,16.440954208374023,15.878453254699707,24.64943663783211,23.637779694934338,0.5831726789474487,0.5863668918609619,0.001
30,14.982083019457365,15.19402256011963,15.896514892578125,15.651461601257324,22.89918115476171,23.330798783475032,0.6402654647827148,0.5970407724380493,0.001
31,16.330056516747725,14.193680763244629,15.550192832946777,14.648785591125488,23.265089819230766,22.19523618981074,0.6286771893501282,0.635312020778656,0.001
32,17.126138536553633,15.486252593994141,17.937517166137695,15.931329727172852,25.36437344839583,24.72934053312229,0.5586425065994263,0.5472828149795532,0.001
33,14.739188181726556,15.55425205230713,15.858165740966797,15.961226463317871,24.25032593812852,25.206694376816845,0.5965614914894104,0.5296363830566406,0.001
34,15.32049580624229,15.107387733459472,15.298951148986816,15.533841133117676,23.42647136354246,24.02823630932405,0.6235078573226929,0.5725889801979065,0.001
35,16.153987382587633,16.444182777404784,14.957869529724121,16.879287719726562,23.209463570249746,25.24812778292618,0.6304507255554199,0.5280888080596924,0.001
36,13.499022872824417,15.64432430267334,14.573664665222168,16.104259490966797,21.728608233650963,24.342487581596014,0.6761037111282349,0.5613361597061157,0.001
37,14.20070673290052,15.489978981018066,14.444513320922852,15.955765724182129,21.926241602262373,24.909616891310773,0.670184850692749,0.5406581163406372,0.001
38,14.911837703303286,16.324976539611818,13.976816177368164,16.744081497192383,21.24786294401157,25.376910959832784,0.6902775764465332,0.5232623815536499,0.001
39,17.980437730488024,17.38785629272461,18.536115646362305,17.887577056884766,25.80229136619641,26.091518430025783,0.5432709455490112,0.4960346817970276,0.001
