epoch,train_loss,validation_loss,train_MAE,validation_MAE,train_RMSE,validation_RMSE,train_R2,validation_R2,lr
1,34.710956824453255,27.192821884155272,36.46129608154297,27.69496726989746,51.42388327892376,42.40905653480014,-0.8141447305679321,-0.3314324617385864,0.001
2,32.53689434653834,26.589589309692382,33.75127410888672,27.08769989013672,46.58588181805326,40.200024778443854,-0.4888495206832886,-0.19633984565734863,0.001
3,36.007252843756426,26.708830261230467,34.55636978149414,27.228515625,48.105150127091385,39.100982606838826,-0.5875424146652222,-0.1318197250366211,0.001
4,31.32590073033383,27.389439392089844,32.05434036254883,27.933937072753906,42.655022303761314,36.29771576727487,-0.24819529056549072,0.024649977684020996,0.001
5,28.72887521041067,24.05285530090332,30.530101776123047,24.58554458618164,41.0659854518653,35.07427073758537,-0.15692877769470215,0.08929187059402466,0.001
6,28.314695057116058,24.00420150756836,28.404279708862305,24.541109085083008,38.707220274351755,32.6685383578375,-0.027841567993164062,0.20993775129318237,0.001
7,25.46156526866712,22.62673168182373,27.229040145874023,23.18445587158203,37.90000045091936,31.88736739241341,0.014581739902496338,0.24726998805999756,0.001
8,25.94520895104659,21.802230262756346,25.10785484313965,22.380311965942383,35.20391733739922,30.27580232698993,0.14979398250579834,0.3214322328567505,0.001
9,22.893653970015677,21.02157325744629,23.853233337402344,21.573604583740234,32.06758609756899,30.136436982237548,0.29453617334365845,0.3276650309562683,0.001
10,21.70256191158765,20.323271179199217,23.308231353759766,20.900606155395508,32.010789959451564,28.732067054879533,0.29703307151794434,0.3888670802116394,0.001
11,19.88832308116712,18.773571014404297,21.349092483520508,19.34854507446289,29.520557546751952,27.611052845877,0.40215128660202026,0.435624897480011,0.001
12,18.996825699020473,19.396665382385255,20.46923065185547,19.938791275024414,28.326659849038414,27.880416549132207,0.4495309591293335,0.42455947399139404,0.001
13,17.545904611286364,16.99053363800049,18.165897369384766,17.489707946777344,25.507156863702612,26.743797652738568,0.5536595582962036,0.47052180767059326,0.001
14,20.81733754939303,18.561687469482422,22.38815689086914,19.056306838989258,32.62371285775119,29.115530414679466,0.269855260848999,0.3724457025527954,0.001
15,17.28283304917185,18.1570068359375,18.470474243164062,18.58209228515625,26.675165475119364,29.621361360142195,0.5118464231491089,0.3504509925842285,0.001
16,17.83238380833676,17.918034744262695,18.87419891357422,18.430238723754883,27.276288432345982,28.052915435888746,0.4895976185798645,0.41741687059402466,0.001
17,16.130019689861097,16.419473457336426,17.254758834838867,16.930374145507812,25.09672815647801,25.436793362036983,0.5679078102111816,0.5210098028182983,0.001
18,17.68034011439273,16.473743057250978,17.496015548706055,16.99213409423828,25.428127352294965,26.14733691103288,0.5564210414886475,0.4938760995864868,0.001
19,19.97573134773656,16.518754386901854,19.54282569885254,17.044361114501953,28.235874121449537,24.813588462035902,0.4530537724494934,0.544192910194397,0.001
20,15.89211654663086,15.65605583190918,15.700695037841797,16.146738052368164,22.928958144277537,24.69350821864992,0.6393293142318726,0.5485938191413879,0.001
21,16.686642195049085,15.561538696289062,17.576583862304688,16.026676177978516,25.450497917295866,24.944304415114612,0.5556402206420898,0.5393779873847961,0.001
22,14.619619403622652,16.862336349487304,15.865311622619629,17.394433975219727,23.423170098450328,26.44083349255938,0.6236139535903931,0.48245012760162354,0.001
23,16.091428932390716,16.072471809387206,17.369535446166992,16.576032638549805,24.556018546885813,24.72507153877732,0.5863261222839355,0.5474390983581543,0.001
24,15.435935486304132,15.412535095214844,16.713855743408203,15.910752296447754,25.531467544207825,23.49409053441019,0.5528082847595215,0.5913804173469543,0.001
25,15.493494736520868,15.661138916015625,15.585155487060547,16.179462432861328,22.902980347305512,24.70124716139096,0.6401461362838745,0.5483108758926392,0.001
26,16.499186666388262,16.016819763183594,16.721126556396484,16.452102661132812,24.160182460070665,25.156108064428782,0.599555253982544,0.5315223932266235,0.001
27,13.929141471260472,14.552892112731934,14.923282623291016,15.007491111755371,22.66466573223409,24.59918191681509,0.647596001625061,0.5520358681678772,0.001
28,15.64751800737883,17.2449462890625,14.700839042663574,17.738447189331055,22.347251692392177,26.399615475715265,0.6573976278305054,0.48406243324279785,0.001
29,20.517429100839717,16.140346908569335,19.60610008239746,16.690168380737305,28.698134900675058,23.768999390619076,0.4349985718727112,0.5817617774009705,0.001
30,19.377186574433978,18.593167877197267,19.91729736328125,19.118810653686523,27.36785990645551,28.349093134401475,0.48616474866867065,0.40505027770996094,0.001
31,17.07134297019557,16.61239070892334,16.67174530029297,17.12019157409668,24.51502996808157,26.36629628123457,0.5877059698104858,0.48536401987075806,0.001
32,16.154246280067845,16.50994167327881,17.114517211914062,16.984817504882812,25.34156919755624,25.0483102559771,0.5594358444213867,0.5355287790298462,0.001
33,14.142536615070544,16.04337272644043,15.2607421875,16.521106719970703,22.17608572485622,26.068267403678508,0.6626257300376892,0.4969325065612793,0.001
34,15.068340452093826,17.91494216918945,15.863832473754883,18.401334762573242,24.269253038905138,26.64008201426119,0.5959315299987793,0.47462064027786255,0.001
35,14.24682715064601,16.216291427612305,14.622479438781738,16.667863845825195,22.36360773506221,26.061449647224993,0.6568958759307861,0.49719560146331787,0.001
36,13.228389388636538,15.90909652709961,14.05182933807373,16.37432861328125,21.524696537585758,25.1471948473663,0.6821543574333191,0.5318543910980225,0.001
37,15.282306369982267,14.35062198638916,14.255311965942383,14.82252025604248,21.78625483322462,22.819992883331768,0.6743828058242798,0.6144924163818359,0.001
38,12.33723645931796,14.477335166931152,13.443650245666504,14.934697151184082,20.806911141962694,23.396561903124116,0.7029993534088135,0.5947659015655518,0.001
39,11.783437779075221,15.45085334777832,12.719189643859863,15.852815628051758,20.13708209238152,24.910039558394548,0.7218140363693237,0.5406425595283508,0.001
40,12.140949951974969,16.582270050048827,13.073694229125977,16.973468780517578,20.83111234906141,25.77792828979983,0.7023080587387085,0.5080760717391968,0.001
41,12.790526289688913,17.638117218017577,13.033098220825195,18.049835205078125,20.706207759870512,27.51842533485803,0.7058672904968262,0.4394052028656006,0.001
42,16.177666337866533,15.574580764770507,16.9445858001709,16.02448081970215,25.739211702050408,24.242124556798725,0.5455012917518616,0.5649458765983582,0.001
43,12.453066876060085,15.082394790649413,13.524407386779785,15.539112091064453,20.952184099866237,23.396972773436683,0.6988375782966614,0.5947515964508057,0.001
44,12.14506533271388,14.9715087890625,13.029156684875488,15.425864219665527,20.087199280914497,23.662231172947983,0.7231905460357666,0.5855107307434082,0.001
45,14.808651372006064,15.985154342651366,13.66869068145752,16.404502868652344,21.851476609815112,24.44506781197449,0.6724302768707275,0.5576313138008118,0.001
