epoch,train_loss,validation_loss,train_MAE,validation_MAE,train_RMSE,validation_RMSE,train_R2,validation_R2,lr
46,12.348317196494655,15.36768913269043,13.31712532043457,15.795123100280762,20.710295780561886,23.45325902485023,0.7057511210441589,0.5927995443344116,0.001
47,13.964586965347591,15.943992233276367,15.176007270812988,16.36471176147461,22.382909985607952,24.215934816220443,0.6563034057617188,0.5658854246139526,0.001
48,12.196201776203356,15.133728790283204,13.056283950805664,15.554316520690918,20.928524632915405,23.559945775019834,0.6995173692703247,0.5890864133834839,0.001
49,11.183913707733154,15.259811782836914,12.05171012878418,15.684507369995117,19.198849579995997,22.951599942954005,0.7471327781677246,0.6100330352783203,0.0005
50,11.324374863975926,15.392947959899903,12.346471786499023,15.835294723510742,19.416484695476868,23.02930341799267,0.7413673400878906,0.6073880195617676,0.0005
51,12.463004162437038,14.894847869873047,12.315155029296875,15.30398941040039,19.340791688670123,22.26433590018287,0.7433798909187317,0.6330377459526062,0.0005
52,11.833684620104338,15.681859970092773,11.751136779785156,16.09902572631836,19.38396340043426,23.513046214498797,0.7422329783439636,0.5907207727432251,0.0005
53,10.881682722192062,16.571112632751465,11.847454071044922,17.019542694091797,19.650199504742233,24.60099187572589,0.7351035475730896,0.5519699454307556,0.0005
54,10.694483757019043,14.839569664001464,11.672956466674805,15.257837295532227,19.470864464329292,22.43646968930586,0.7399165630340576,0.6273415684700012,0.0005
55,10.794924409765946,15.108796119689941,11.164636611938477,15.544496536254883,18.32754637966654,22.651874577504618,0.7695637345314026,0.620151698589325,0.0005
56,10.352069352802477,15.232412147521973,11.088017463684082,15.671082496643066,19.01747050925313,22.29538786539403,0.7518880367279053,0.6320134401321411,0.0005
57,11.578767676102487,14.935199546813966,12.355854988098145,15.358827590942383,20.174472443632975,23.061264046319373,0.7207800149917603,0.6062975525856018,0.0005
