epoch,train_loss,validation_loss,train_MAE,validation_MAE,train_RMSE,validation_RMSE,train_R2,validation_R2,lr
22,16.491806056938675,11.902313804626464,17.814075469970703,12.373844146728516,25.638127830105155,18.46794526852964,0.5490640997886658,0.747512936592102,0.001
23,16.290575730173213,13.400994873046875,16.598876953125,13.848089218139648,23.725226079830357,21.611926057165533,0.6138439178466797,0.6542288064956665,0.001
24,16.182821888672677,15.088863182067872,17.474029541015625,15.545263290405273,26.00082748270055,25.962184695816482,0.5362151861190796,0.5010185241699219,0.001
25,17.66707963065097,13.356927871704102,19.03504753112793,13.78292465209961,26.70572599240189,21.0675886668676,0.5107272863388062,0.6714272499084473,0.001
26,14.344218247815183,13.773263931274414,15.552967071533203,14.244341850280762,22.96213632460716,22.42392058395384,0.6382847428321838,0.627758264541626,0.001
27,15.19217290376362,12.85408821105957,15.96286392211914,13.32230281829834,23.158516673812464,21.23282638415728,0.632071316242218,0.666252851486206,0.001
28,14.897038284100985,13.377302551269532,15.745877265930176,13.84524917602539,23.075435163996637,21.235741712363588,0.634706437587738,0.6661611795425415,0.001
29,14.615802045415254,13.905644989013672,15.852275848388672,14.402091979980469,22.8907983141903,21.71721344047483,0.6405287981033325,0.6508515477180481,0.001
30,13.78639366752223,15.884809684753417,13.983871459960938,16.329816818237305,20.9664816617258,24.514467288630044,0.6984264254570007,0.5551159381866455,0.001
31,15.456559833727384,13.231156921386718,15.958605766296387,13.685564041137695,22.34386882617005,22.37642183527989,0.6575013399124146,0.6293336153030396,0.001
32,15.589121793445788,13.552420234680175,16.766801834106445,14.054298400878906,25.563857361960387,22.368566174110196,0.5516729354858398,0.6295938491821289,0.001
33,15.373022982948704,16.295302200317384,16.406780242919922,16.756418228149414,24.363318514982723,24.337456062171434,0.5927931070327759,0.5615174770355225,0.001
34,16.509451734392268,13.206449508666992,17.78607177734375,13.674203872680664,25.694991826822378,22.48335498142355,0.547061562538147,0.6257824897766113,0.0005
35,14.219471580103823,12.94395923614502,15.061227798461914,13.41706657409668,22.108952624057352,20.25377855251451,0.6646652817726135,0.6963214874267578,0.0005
36,13.705385986127352,14.026115989685058,14.550928115844727,14.488527297973633,21.035034746051124,20.904537661096903,0.6964510679244995,0.6764934659004211,0.0005
37,13.784382769936009,13.647002601623536,14.294753074645996,14.09640884399414,20.99761440714196,22.1194599349193,0.6975301504135132,0.6377978920936584,0.0005
38,13.095323713202225,13.915059471130371,13.666862487792969,14.38418960571289,19.93896019829175,22.16554536588684,0.7272610664367676,0.6362870931625366,0.0005
39,12.937285172311883,14.041075515747071,13.958043098449707,14.5025634765625,20.25651087700338,21.542292671281675,0.7185045480728149,0.6564533710479736,0.0005
40,14.182938625938014,13.473679161071777,14.641250610351562,13.946563720703125,21.93678982446462,21.33217395175214,0.6698673963546753,0.6631224155426025,0.0005
41,13.16497032265914,13.751378631591797,14.119647026062012,14.215242385864258,21.787913984610395,21.811188316802358,0.6743332147598267,0.6478233337402344,0.0005
42,12.530260035866185,13.201744079589844,12.789835929870605,13.67788314819336,18.65416017006369,21.605753718627824,0.7612773776054382,0.6544262170791626,0.0005
