zone,model,pair_position,PSNR,SSIM,RMSE,SAM,LPIPS,delta_days_sr_ref,coverage,geom_valid_ratio
zone_2_betterave,ldsr,after,31.9590445403589,0.9053848234816112,191.7041809082031,2.4368085861206055,0.353792142868042,3.4,0.9830458214561968,0.7188579273655533
zone_2_betterave,ldsr,before,33.04249053752082,0.9142129775247338,170.35247802734375,2.2883514165878296,0.3507576882839203,3.6,0.9830458214561968,0.7188579273655533
zone_2_betterave,sen2sr,after,31.932885804409096,0.9076575849179879,199.19974060058593,2.491216039657593,0.36011391282081606,3.4,0.9830458214561968,0.7188579273655533
zone_2_betterave,sen2sr,before,33.01880063069563,0.9161892757967781,178.64160919189453,2.3723544836044312,0.3574224054813385,3.6,0.9830458214561968,0.7188579273655533
zone_2_betterave,sen2srlite,after,32.039187745158884,0.9110660579180265,193.27158813476564,2.4449470043182373,0.3551459670066833,3.4,0.9830458214561968,0.7188579273655533
zone_2_betterave,sen2srlite,before,33.14630233688332,0.9192714755554656,172.54506072998046,2.318972587585449,0.3530202627182007,3.6,0.9830458214561968,0.7188579273655533
