zone,baseline_PSNR,baseline_SSIM,baseline_RMSE,baseline_SAM,baseline_LPIPS
zone_2_betterave,34.16055313945827,0.9058015815585374,143.81121978759765,1.9476911544799804,0.09958490133285522
